Zone;Produit;Origine;Disponibilité alimentaire (Kcal/personne/jour);Disponibilité alimentaire en quantité (kg/personne/an);Disponibilité de matière grasse en quantité (g/personne/jour);Disponibilité de protéines en quantité (g/personne/jour);Disponibilité intérieure;Aliments pour animaux;Autres Utilisations;Exportations - Quantité;Importations - Quantité;Nourriture;Pertes;Production;Semences;Traitement;Variation de stock
Bahamas;Huile de Palme;vegetale;2;0.09;0.24;;0;;0;0;0;0;;;;;0
Bahamas;Huile de Palmistes;vegetale;1;0.03;0.09;;0;;;;0;0;;;;;
Bahamas;Huile de Soja;vegetale;9;0.36;0.99;;0;;0;;0;0;;;;;0
Bahamas;Huile de Sésame;vegetale;0;0.02;0.04;;0;;;;0;0;;;;;
Bahamas;Huile de Tournesol;vegetale;2;0.07;0.18;;0;;;;0;0;;;;;0
Bahamas;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;;0;0;;;;;
Bahamas;Huiles de Poissons;animale;0;0;0;0;0;;0;;0;0;;;;;
Bahamas;Légumineuses Autres;vegetale;5;0.52;0.02;0.3;0;;;;0;0;0;0;0;;0
Bahamas;Miel;vegetale;4;0.46;;;0;;;0;0;0;;;;;0
Bahamas;Millet;vegetale;;;;;0;0;;;0;;;;;;
Bahamas;Olives;vegetale;1;0.2;0.06;;0;;;;0;0;;;;;
Bahamas;Piments;vegetale;0;0;;;0;;;;0;0;;;;;
Bahamas;Plantes Aquatiques;animale;0;0;0;0;0;;0;;0;0;;;;;
Bahamas;Plantes Oleiferes, Autre;vegetale;1;0.11;0.09;0.06;0;;;;0;0;;;;;
Bahamas;Pois;vegetale;1;0.12;0.01;0.07;0;;;;0;0;;;;;0
Bahamas;Poissons Eau Douce;animale;2;1.05;0.08;0.31;0;;0;0;0;0;;0;;;
Bahamas;Poissons Marins, Autres;animale;2;0.82;0.07;0.3;0;;0;0;0;0;;0;;;0
Bahamas;Poivre;vegetale;4;0.58;0.04;0.17;0;;;0;0;0;;;;;0
Bahamas;Racines nda;vegetale;1;0.43;;0.01;0;;;;0;0;;;;;
Bahamas;Seigle;vegetale;2;0.31;0.01;0.07;0;0;0;;0;0;;;;;0
Bahamas;Soja;vegetale;0;0.09;;0.04;0;;;;0;0;;;;;
Bahamas;Sésame;vegetale;1;0.04;0.06;0.02;0;;;;0;0;;;;;
Bahamas;Viande, Autre;animale;3;0.57;0.2;0.28;0;;;;0;0;;;;;0
Bangladesh;Alcool, non Comestible;vegetale;;;;;0;;0;0;0;;;;;;
Bangladesh;Animaux Aquatiques Autre;animale;0;0;0;0;0;;0;;;0;;0;;;
Bangladesh;Avoine;vegetale;0;0;0;0;0;0;;;0;0;;;;;
Bangladesh;Boissons Fermentés;vegetale;0;0;;;0;;;0;0;0;;;;;
Bangladesh;Cephalopodes;animale;0;0;0;0;0;;0;0;0;0;;1;;;
Bangladesh;Crème;animale;0;0;0;0;0;;;;0;0;;;;;
Bangladesh;Céréales, Autres;vegetale;0;0;0;0;0;;;0;0;0;;;;;
Bangladesh;Girofles;vegetale;0;0;0;0;0;;;0;0;0;;;;;
Bangladesh;Graines de tournesol;vegetale;0;0;0;0;0;;;0;0;0;;;;;
Bangladesh;Huile d'Olive;vegetale;0;0;0;;0;;;0;0;0;;;;;0
Bangladesh;Huile de Germe de Maïs;vegetale;0;0;0;;0;;;0;0;0;;;;;
Bangladesh;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;;0;0;;;;;
Bangladesh;Miel;vegetale;0;0;;;0;;;0;0;0;;;;;0
Bangladesh;Mollusques, Autres;animale;0;0;0;0;0;;0;0;0;0;;0;;;
Bangladesh;Olives;vegetale;0;0;0;;0;;;;0;0;;;;;
Bangladesh;Orge;vegetale;0;0;0;0;0;0;;0;0;0;0;0;0;;
Bangladesh;Palmistes;vegetale;;;;;0;;0;0;0;;;;;;
Bangladesh;Plantes Aquatiques;animale;0;0;0;0;0;;0;0;0;0;;;;;
Bangladesh;Poivre;vegetale;0;0;0;0;0;;;0;0;0;;;;;0
Bangladesh;Racines nda;vegetale;0;0;0;0;0;;;0;0;0;;;;;
Bangladesh;Seigle;vegetale;;;;;0;;;0;;;;;;;
Bangladesh;Sorgho;vegetale;0;0;0;0;0;0;;;0;0;0;0;0;;
Bangladesh;Viande de Suides;animale;0;0;0;0;0;;;;0;0;;;;;
Bangladesh;Vin;vegetale;0;0;;;0;;;;0;0;;;;;
Barbade;Agrumes, Autres;vegetale;0;0.14;;0;0;;0;0;0;0;;;;;
Barbade;Alcool, non Comestible;vegetale;;;;;0;;0;0;0;;;;;;
Barbade;Aliments pour enfants;vegetale;14;1.39;0.11;0.58;0;;;0;0;0;;;;;0
Barbade;Avoine;vegetale;6;1.04;0.1;0.25;0;0;;0;0;0;;;;;
Barbade;Beurre, Ghee;animale;15;0.75;1.67;0.02;0;;0;0;0;0;;;;;0
Barbade;Boissons Fermentés;vegetale;0;0.11;;;0;;;0;0;0;;;;;
Barbade;Cephalopodes;animale;1;0.32;0.01;0.13;0;;0;0;0;0;;;;;
Barbade;Dattes;vegetale;0;0.05;;;0;;;;0;0;;;;;
Barbade;Girofles;vegetale;1;0.07;0.04;0.01;0;;;0;0;0;;;;;
Barbade;Graines Colza/Moutarde;vegetale;9;1;1;1;0;;;0;0;0;;;;;
Barbade;Graines de coton;vegetale;;;;;0;;0;0;0;;;;;;0
Barbade;Graines de tournesol;vegetale;1;0.1;0.08;0.03;0;;;;0;0;;;;;
Barbade;Haricots;vegetale;5;0.51;0.02;0.31;0;;;0;0;0;;0;0;;0
Barbade;Huile Graines de Coton;vegetale;0;0;0;;0;;;;0;0;;;;;0
Barbade;Huile d'Arachide;vegetale;0;0;0.01;;0;;;0;0;0;;;;;0
Barbade;Huile d'Olive;vegetale;16;0.68;1.86;;0;;;0;0;0;;;;;0
Barbade;Huile de Coco;vegetale;0;0;0;0;0;;0;0;0;0;;0;;;0
Barbade;Huile de Colza&Moutarde;vegetale;;;;;0;;0;;0;;;;;;
Barbade;Huile de Palme;vegetale;;;;;0;;0;0;0;;;;;;
Barbade;Huile de Palmistes;vegetale;0;0;0;;0;;;;0;0;;;;;
Barbade;Huile de Sésame;vegetale;1;0.02;0.07;;0;;;;0;0;;;;;
Barbade;Huile de Tournesol;vegetale;22;0.92;2.52;;0;;0;;0;0;;;;;0
Barbade;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;0;0;0;;;;;
Barbade;Huiles de Poissons;animale;0;0;0;0;0;;0;;0;0;;;;;
Barbade;Manioc;vegetale;3;1.3;0.01;0.02;0;0;0;0;0;0;0;0;;;
Barbade;Miel;vegetale;3;0.33;;;0;;;0;0;0;;;;;
Barbade;Millet;vegetale;;;;;0;0;;;0;;;;;;
Barbade;Mollusques, Autres;animale;0;0.57;0.01;0.04;0;;0;0;0;0;;0;;;
Barbade;Olives;vegetale;0;0.14;0.04;0;0;;;;0;0;;;;;
Barbade;Piments;vegetale;2;0.19;0.09;0.06;0;;;0;0;0;;;;;
Barbade;Plantes Aquatiques;animale;0;0;0;0;0;;0;0;0;0;;;;;
Barbade;Plantes Oleiferes, Autre;vegetale;0;0;;;0;0;0;;0;0;;;;0;
Barbade;Poissons Eau Douce;animale;2;0.74;0.08;0.24;0;;0;0;0;0;;0;;;
Barbade;Poivre;vegetale;3;0.37;0.03;0.11;0;;;0;0;0;;;;;0
Barbade;Racines nda;vegetale;3;1.42;0.01;0.06;0;;;0;0;0;0;0;;;0
Barbade;Seigle;vegetale;0;0.01;;0;0;;;0;0;0;;;;;
Barbade;Sorgho;vegetale;;;;;0;0;;;0;;;;;;
Barbade;Sésame;vegetale;1;0.07;0.1;0.04;0;;;;0;0;;;;;
Barbade;Thé;vegetale;1;0.94;;0.25;0;;;0;0;0;;;;;0
Barbade;Viande, Autre;animale;0;0;0;0;0;;;0;0;0;;;;;
Barbade;Épices, Autres;vegetale;8;0.86;0.31;0.24;0;;;0;0;0;;;;;0
Belgique;Agrumes, Autres;vegetale;0;0.03;0;0;0;;;0;1;0;;;;;
Belgique;Girofles;vegetale;0;0;0;0;0;;;0;0;0;;;;;0
Belgique;Graines de coton;vegetale;;;;;0;;;0;0;;;;;;
Belgique;Huile Graines de Coton;vegetale;0;0;0;0;0;;0;1;1;0;;;;;0
Belgique;Huile de Sésame;vegetale;0;0;0;0;0;;0;3;2;0;;1;;;0
Belgique;Ignames;vegetale;0;0.02;;;0;;;1;1;0;;;;;
Belgique;Palmistes;vegetale;;;;;0;;;0;0;;;;;0;
Belgique;Plantes Aquatiques;animale;0;0;0;0;0;;0;1;1;0;;;;;
Belgique;Sucre, canne;vegetale;;;;;0;;0;0;0;;;;;;
Belize;Abats Comestible;animale;2;0.75;0.06;0.37;0;;;0;0;0;;0;;;0
Belize;Agrumes, Autres;vegetale;;0;;;0;;;0;0;0;;;;;
Belize;Alcool, non Comestible;vegetale;;;;;0;;0;;0;;;;;;
Belize;Aliments pour enfants;vegetale;14;1.42;0.12;0.59;0;;;0;0;0;;;;;0
Belize;Arachides Decortiquees;vegetale;4;0.25;0.35;0.18;0;;;0;0;0;;0;0;;
Belize;Beurre, Ghee;animale;5;0.28;0.62;0.01;0;;;0;0;0;;;;;0
Belize;Boissons Fermentés;vegetale;1;0.4;;;0;;;0;0;0;;;;;
Belize;Cephalopodes;animale;0;0.03;0;0.01;0;;0;0;0;0;;0;;;
Belize;Citrons & Limes;vegetale;;;;;0;;;0;0;;;;;;
Belize;Crème;animale;1;0.12;0.07;0.01;0;;;;0;0;;;;;
Belize;Céréales, Autres;vegetale;0;0.02;0;0;0;;;0;0;0;;;;;0
Belize;Dattes;vegetale;0;0.01;;;0;;;;0;0;;;;;
Belize;Edulcorants Autres;vegetale;5;1.1;;;0;;;0;0;0;;;;;0
Belize;Feve de Cacao;vegetale;16;1.05;1.44;0.23;0;;;0;0;0;;0;;0;0
Belize;Girofles;vegetale;0;0;;;0;;;;0;0;;;;;
Belize;Graines Colza/Moutarde;vegetale;1;0;0;0;0;;;;0;0;;;;;
Belize;Graines de tournesol;vegetale;0;0.01;;;0;;;;0;0;;;;;
Belize;Huile Graines de Coton;vegetale;;;;;0;;0;;0;;;;;;
Belize;Huile d'Olive;vegetale;5;0.22;0.61;;0;;;;0;0;;;;;0
Belize;Huile de Coco;vegetale;3;0.14;0.4;;0;;;0;0;0;;;;;
Belize;Huile de Colza&Moutarde;vegetale;;;;;0;;0;;0;;;;;;
Belize;Huile de Germe de Maïs;vegetale;2;0.07;0.18;;0;;;;0;0;;;;;0
Belize;Huile de Palme;vegetale;;;;;0;;0;;0;;;;;;
Belize;Huile de Soja;vegetale;14;0.59;1.61;;0;;;1;1;0;;1;;;0
Belize;Huile de Sésame;vegetale;0;0.01;0.03;;0;;;;0;0;;;;;
Belize;Huiles de Foie de Poisso;animale;0;0;0.01;0;0;;0;0;0;0;;;;;
Belize;Huiles de Poissons;animale;0;0;0;0;0;;0;0;0;0;;0;;;
Belize;Ignames;vegetale;1;0.32;;0.01;0;;;;;0;;0;0;;
Belize;Légumineuses Autres;vegetale;3;0.34;0.02;0.21;0;;;0;0;0;;;;;0
Belize;Manioc;vegetale;4;1.33;0.01;0.03;0;;0;0;0;0;;0;;;0
Belize;Miel;vegetale;1;0.14;;;0;;;0;0;0;;0;;;0
Belize;Olives;vegetale;0;0.08;0.02;;0;;;0;0;0;;;;;
Belize;Palmistes;vegetale;;;;;0;;;0;;;;;;;
Belize;Patates douces;vegetale;1;0.29;;0.01;0;;;;;0;;0;0;;
Belize;Piments;vegetale;0;0.04;0.02;0.01;0;;;0;0;0;;;;;0
Belize;Plantes Aquatiques;animale;0;0;0;0;0;;0;;0;0;;0;;;
Belize;Plantes Oleiferes, Autre;vegetale;;;;;0;0;0;0;0;;;;;;0
Belize;Poissons Eau Douce;animale;0;0.21;0.02;0.06;0;;0;0;0;0;;0;;;0
Belize;Poissons Marins, Autres;animale;1;0.55;0.03;0.16;0;;0;0;0;0;;1;;;0
Belize;Poivre;vegetale;1;0.07;0.01;0.02;0;;;0;0;0;;;;;0
Belize;Pommes;vegetale;1;0.85;0.01;0.01;0;;;0;0;0;;;;;
Belize;Racines nda;vegetale;3;1.13;0.01;0.05;0;0;;0;0;0;0;0;;;
Belize;Raisin;vegetale;1;0.69;;0.01;0;;;0;0;0;;;;;
Belize;Sésame;vegetale;0;0.01;;;0;;;;0;0;;;;;
Belize;Thé;vegetale;0;0.3;;0.07;0;;;0;0;0;;;;;
Belize;Viande d'Ovins/Caprins;animale;1;0.14;0.06;0.05;0;;;;0;0;;0;;;
Belize;Viande, Autre;animale;2;0.36;0.14;0.17;0;;;;0;0;;;;;
Belize;Épices, Autres;vegetale;1;0.15;0.06;0.03;0;;;0;0;0;;;;;
Bermudes;Abats Comestible;animale;2;0.59;;0.21;0;;;;0;0;;0;;;
Bermudes;Agrumes, Autres;vegetale;2;4.37;;;0;;;;0;0;;;;;
Bermudes;Aliments pour enfants;vegetale;22;2.22;0.17;0.93;0;;0;;0;0;;;;;
Bermudes;Arachides Decortiquees;vegetale;17;1.08;1.48;0.72;0;;0;;0;0;;;;;
Bermudes;Avoine;vegetale;;;;;0;0;;;0;;;;;;
Bermudes;Bananes plantains;vegetale;1;0.25;;;0;;;;0;0;;;;;
Bermudes;Beurre, Ghee;animale;59;3.02;6.7;0.08;0;;0;;0;0;;;;;0
Bermudes;Boissons Fermentés;vegetale;1;0.89;;;0;;;;0;0;;;;;
Bermudes;Cephalopodes;animale;3;1.38;0.04;0.57;0;;0;;0;0;;;;;
Bermudes;Citrons & Limes;vegetale;1;3.48;;;0;;;;0;0;;;;;
Bermudes;Coco (Incl Coprah);vegetale;2;0.54;;;0;;;;0;0;;;;;
Bermudes;Crustacés;animale;9;7.18;0.09;1.7;0;;0;0;0;0;;0;;;
Bermudes;Crème;animale;0;0;0;0;0;;;;0;0;;;;;
Bermudes;Céréales, Autres;vegetale;4;0.52;0;0.13;0;0;0;;0;0;;;;;0
Bermudes;Feve de Cacao;vegetale;82;3.99;7.46;0.93;0;;0;;0;0;;;;;0
Bermudes;Graines Colza/Moutarde;vegetale;9;1;1;0;0;;;;0;0;;;;;
Bermudes;Graines de tournesol;vegetale;1;0.17;;;0;;;;0;0;;;;;
Bermudes;Graisses Animales Crue;animale;15;0.83;1.69;0;0;;0;;0;0;;0;;;0
Bermudes;Haricots;vegetale;13;1.4;;0.84;0;;;;0;0;;;;;
Bermudes;Huile d'Olive;vegetale;36;1.49;4.09;;0;;;;0;0;;;;;0
Bermudes;Huile de Colza&Moutarde;vegetale;53;2.22;6.07;;0;;0;;0;0;;;;;
Bermudes;Huile de Germe de Maïs;vegetale;17;0.71;1.94;;0;;;;0;0;;;;;
Bermudes;Huile de Palme;vegetale;0;0;0;;0;;0;;0;0;;;;;0
Bermudes;Huile de Soja;vegetale;;;;;0;;0;;0;;;;;;
Bermudes;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;;0;0;;;;;
Bermudes;Huiles de Poissons;animale;0;0;0;0;0;;0;0;0;0;;0;;;
Bermudes;Légumineuses Autres;vegetale;2;0.23;0;0.17;0;;;;0;0;;;;;
Bermudes;Manioc;vegetale;1;0.4;;0;0;;0;;0;0;;;;;
Bermudes;Maïs;vegetale;25;2.9;;0.55;0;0;;;0;0;;;;;
Bermudes;Miel;vegetale;6;0.74;;;0;;;;0;0;;;;;
Bermudes;Mollusques, Autres;animale;2;3.38;0.03;0.25;0;;0;0;0;0;;;;;
Bermudes;Olives;vegetale;2;0.66;;;0;;;;0;0;;;;;
Bermudes;Orge;vegetale;0;0;;0;0;;;;0;0;;;;0;
Bermudes;Pamplemousse;vegetale;2;4.91;;;0;;;;0;0;;;;;
Bermudes;Patates douces;vegetale;6;2.38;;0.04;0;;;;;0;;0;;;
Bermudes;Piments;vegetale;0;0.05;0.04;0;0;;;;0;0;;;;;0
Bermudes;Plantes Aquatiques;animale;0;0;0;0;0;;0;;0;0;;;;;
Bermudes;Plantes Oleiferes, Autre;vegetale;5;0.42;;;0;;;;0;0;;;;;
Bermudes;Pois;vegetale;5;0.48;;0.3;0;;;;0;0;;;;;
Bermudes;Poissons Eau Douce;animale;9;4.84;0.35;1.42;0;0;0;0;0;0;;;;;
Bermudes;Poivre;vegetale;2;0.23;;;0;;;;0;0;;;;;
Bermudes;Racines nda;vegetale;1;0.64;;;0;;;;0;0;;;;;
Bermudes;Soja;vegetale;1;0.22;;;0;;;;0;0;;;;;
Bermudes;Thé;vegetale;2;1.88;;0.46;0;;;;0;0;;;;;
Bermudes;Viande d'Ovins/Caprins;animale;19;2.71;1.6;1.01;0;;0;;0;0;;0;;;
Bermudes;Viande, Autre;animale;1;0.25;0.04;0.13;0;;;;0;0;;;;;
Bermudes;Épices, Autres;vegetale;10;1.11;0.34;0.25;0;;;;0;0;;;;;
Bolivie (État plurinational de);Animaux Aquatiques Autre;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Boissons Fermentés;vegetale;0;0.03;;0;0;;;0;0;0;;;;;
Bolivie (État plurinational de);Cephalopodes;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Crustacés;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Crème;animale;0;0.03;0.02;0;0;;;0;0;0;;;;;
Bolivie (État plurinational de);Dattes;vegetale;0;0;;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Girofles;vegetale;0;0;0;0;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huile d'Olive;vegetale;1;0.04;0.1;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huile de Coco;vegetale;0;0;0;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huile de Colza&Moutarde;vegetale;;;;;0;;0;;0;;;;;;
Bolivie (État plurinational de);Huile de Germe de Maïs;vegetale;0;0.01;0.03;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huile de Palme;vegetale;;;;;0;;0;0;0;;;;;;0
Bolivie (État plurinational de);Huile de Palmistes;vegetale;0;0.02;0.05;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huile de Sésame;vegetale;0;0;0;;0;;;;0;0;;;;;
Bolivie (État plurinational de);Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Huiles de Poissons;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Millet;vegetale;;;;;0;0;;0;0;;;;;;0
Bolivie (État plurinational de);Mollusques, Autres;animale;0;0.01;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Olives;vegetale;0;0.03;0.01;0;0;;;;0;0;;;;;
Bolivie (État plurinational de);Palmistes;vegetale;;;;;0;;0;0;0;;;;;;
Bolivie (État plurinational de);Perciform;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Piments;vegetale;0;0;0;0;0;;;0;0;0;;;;;
Bolivie (État plurinational de);Plantes Aquatiques;animale;0;0;0;0;0;;0;;0;0;;;;;
Bolivie (État plurinational de);Plantes Oleiferes, Autre;vegetale;0;;;;0;0;0;10;0;;;6;;;3
Bolivie (État plurinational de);Poivre;vegetale;0;0.01;0;0;0;;;0;0;0;;0;;;
Bolivie (État plurinational de);Seigle;vegetale;0;0.01;0;0;0;;;;0;0;0;0;0;;
Bosnie-Herzégovine;Agrumes, Autres;vegetale;0;0;;0;0;;;;0;0;;;;;
Bosnie-Herzégovine;Alcool, non Comestible;vegetale;;;;;0;;0;0;0;;;;;;0
Bosnie-Herzégovine;Animaux Aquatiques Autre;animale;0;0;0;0;0;;0;;0;0;;;;;
Bosnie-Herzégovine;Coco (Incl Coprah);vegetale;0;0.04;0.01;0;0;;;0;0;0;;;;;
Bosnie-Herzégovine;Crustacés;animale;0;0.02;0;0;0;;0;0;0;0;;;;;0
Bosnie-Herzégovine;Dattes;vegetale;0;0.11;0;0;0;;;0;0;0;;;;;
Bosnie-Herzégovine;Girofles;vegetale;0;0;;;0;;;;0;0;;;;;
Bosnie-Herzégovine;Graines de coton;vegetale;;;;;0;;0;;0;;;;;;
Bosnie-Herzégovine;Huile Graines de Coton;vegetale;;;;;0;;0;;0;;;;;;
Bosnie-Herzégovine;Huile d'Arachide;vegetale;0;0;0;;0;;;;0;0;;;;;
Bosnie-Herzégovine;Huile de Coco;vegetale;;;;;0;;0;;0;;;;;;
Bosnie-Herzégovine;Huile de Colza&Moutarde;vegetale;;;;;0;;0;6;1;;;3;;;3
Bosnie-Herzégovine;Huile de Germe de Maïs;vegetale;0;0;0.01;;0;;;;0;0;;;;;
Bosnie-Herzégovine;Huile de Palmistes;vegetale;;;;;0;;0;;0;;;;;;
Bosnie-Herzégovine;Huile de Sésame;vegetale;;;;;0;;0;0;0;;;;;;
Bosnie-Herzégovine;Huiles de Foie de Poisso;animale;0;0;0.01;0;0;;0;;0;0;;;;;
Bosnie-Herzégovine;Huiles de Poissons;animale;0;0;0;0;0;0;0;;0;0;;;;;
Bosnie-Herzégovine;Manioc;vegetale;;;;;0;;0;;0;;;;;;
Bosnie-Herzégovine;Millet;vegetale;;;;;0;0;;;0;;;;;;
Bosnie-Herzégovine;Mollusques, Autres;animale;0;0.02;0;0;0;;0;0;0;0;;0;;;0
Bosnie-Herzégovine;Patates douces;vegetale;0;0;;;0;;;0;0;0;;;;;
Bosnie-Herzégovine;Plantes Aquatiques;animale;0;0;0;0;0;;0;0;0;0;;;;;
Bosnie-Herzégovine;Poivre;vegetale;0;0.04;0;0.01;0;;;0;0;0;;;;;
Bosnie-Herzégovine;Sucre, betterave;vegetale;;;;;0;;;0;0;;0;0;;0;0
Bosnie-Herzégovine;Sésame;vegetale;;;;;0;;0;0;0;;;;;;
Bosnie-Herzégovine;Thé;vegetale;0;0.02;;0.01;0;;;0;0;0;;;;;0
Bosnie-Herzégovine;Viande, Autre;animale;0;0.06;0;0.01;0;;;1;1;0;;;;;
Botswana;Agrumes, Autres;vegetale;0;0.06;0;0;0;;;0;0;0;0;;;;
Botswana;Aliments pour enfants;vegetale;2;0.16;0.01;0.07;0;;;0;0;0;;;;;
Botswana;Ananas;vegetale;0;0.22;;0;0;;;0;0;0;;;;;
Botswana;Animaux Aquatiques Autre;animale;0;0;0;0;0;;0;;0;0;;;;;
Botswana;Avoine;vegetale;1;0.13;0.01;0.03;0;0;;0;0;0;;;;;0
Botswana;Cephalopodes;animale;0;0;0;0;0;;0;;0;0;;;;;
Botswana;Coco (Incl Coprah);vegetale;0;0.09;0.03;0;0;;0;0;0;0;;;;;0
Botswana;Crustacés;animale;0;0.05;0;0.01;0;;0;0;0;0;;;;;0
Botswana;Crème;animale;1;0.14;0.07;0.01;0;;;0;0;0;;0;;;
Botswana;Dattes;vegetale;0;0.02;;0;0;;;;0;0;;;;;
Botswana;Girofles;vegetale;0;0;;;0;;;;0;0;;;;;
Botswana;Graines Colza/Moutarde;vegetale;0;0;0;0;0;;0;0;0;0;;;;;
Botswana;Huile d'Arachide;vegetale;0;0.01;0.02;;0;;;0;0;0;;0;;;
Botswana;Huile d'Olive;vegetale;4;0.16;0.43;;0;;;0;0;0;;;;;0
Botswana;Huile de Coco;vegetale;0;0;0.01;;0;;;0;0;0;;;;;0
Botswana;Huile de Colza&Moutarde;vegetale;0;0;0;;0;;;0;0;0;;;;;0
Botswana;Huile de Germe de Maïs;vegetale;0;0.01;0.03;;0;;;0;0;0;;;;;
Botswana;Huile de Palmistes;vegetale;;;;;0;;0;;0;;;;;;
Botswana;Huile de Soja;vegetale;1;0.03;0.07;;0;;;0;0;0;;;;;0
Botswana;Huile de Sésame;vegetale;0;0;0.01;;0;;;;0;0;;;;;
Botswana;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;0;0;0;;0;;;
Botswana;Huiles de Poissons;animale;0;0;0;0;0;0;0;0;0;0;;0;;;0
Botswana;Manioc;vegetale;0;0.01;;0;0;;0;;0;0;;;;;
Botswana;Miel;vegetale;0;0.04;;;0;;;;0;0;;;;;
Botswana;Mollusques, Autres;animale;0;0.01;0;0;0;;0;0;0;0;;;;;0
Botswana;Olives;vegetale;0;0.03;0.01;;0;;;0;0;0;;;;;
Botswana;Palmistes;vegetale;0;0;0;;0;;;0;0;0;;;;;
Botswana;Pamplemousse;vegetale;0;0.17;;;0;;;0;0;0;;;;;
Botswana;Piments;vegetale;0;0.01;0.01;0;0;;;0;0;0;;;;;
Botswana;Plantes Aquatiques;animale;0;0;0;0;0;;0;;0;0;;;;;
Botswana;Plantes Oleiferes, Autre;vegetale;0;0.02;0.01;0.01;0;0;0;0;0;0;;;;;0
Botswana;Pois;vegetale;2;0.24;0.01;0.15;0;;;0;0;0;;;;;0
Botswana;Poissons Marins, Autres;animale;0;0.21;0.01;0.06;0;;0;0;0;0;;;;;
Botswana;Poivre;vegetale;2;0.22;0.02;0.06;0;;;0;0;0;;;;;
Botswana;Sucre, betterave;vegetale;;;;;0;0;;0;0;;;;;;
Botswana;Sucre, canne;vegetale;0;0;;;0;;;;0;0;;;;;
Botswana;Sésame;vegetale;0;0;0;;0;;;;0;0;;;;;
Brunéi Darussalam;Abats Comestible;animale;3;1.05;0.09;0.52;0;;;0;0;0;;0;;;
Brunéi Darussalam;Alcool, non Comestible;vegetale;;;;;0;;0;;0;;;;;;
Brunéi Darussalam;Aliments pour enfants;vegetale;8;0.78;0.06;0.32;0;;;0;0;0;;;;;0
Brunéi Darussalam;Animaux Aquatiques Autre;animale;1;0.27;0.01;0.04;0;;0;0;0;0;;;;;
Brunéi Darussalam;Avoine;vegetale;6;1.05;0.07;0.22;0;;;;0;0;;;;;
Brunéi Darussalam;Boissons Alcooliques;vegetale;0;0.02;;0;0;;0;;0;0;;;;;
Brunéi Darussalam;Boissons Fermentés;vegetale;0;0.01;;;0;;;;0;0;;;;;
Brunéi Darussalam;Crème;animale;4;0.72;0.38;0.05;0;;;;0;0;;;;;
Brunéi Darussalam;Dattes;vegetale;3;0.66;;0.03;0;;;0;0;0;;;;;
Brunéi Darussalam;Girofles;vegetale;1;0.09;0.05;;0;;;;0;0;;;;;
Brunéi Darussalam;Graines Colza/Moutarde;vegetale;2;0;0;0;0;;0;;0;0;;;;;
Brunéi Darussalam;Graines de coton;vegetale;;;;;0;;0;;0;;;;;;
Brunéi Darussalam;Graines de tournesol;vegetale;0;0.04;0.03;0.01;0;;;;0;0;;;;;
Brunéi Darussalam;Graisses Animales Crue;animale;2;0.09;0.22;0.01;0;;0;0;0;0;;0;;;0
Brunéi Darussalam;Haricots;vegetale;4;0.46;0.02;0.28;0;;;0;0;0;;;;;0
Brunéi Darussalam;Huile Graines de Coton;vegetale;;;;;0;;0;;0;;;;;;
Brunéi Darussalam;Huile d'Arachide;vegetale;0;0;0;;0;;0;0;0;0;;;;;0
Brunéi Darussalam;Huile d'Olive;vegetale;2;0.07;0.2;;0;;0;;0;0;;;;;
Brunéi Darussalam;Huile de Coco;vegetale;0;0;0;;0;;0;0;0;0;;;;;0
Brunéi Darussalam;Huile de Colza&Moutarde;vegetale;;;;;0;;0;;0;;;;;;
Brunéi Darussalam;Huile de Germe de Maïs;vegetale;4;0.17;0.46;;0;;;0;0;0;;;;;0
Brunéi Darussalam;Huile de Palmistes;vegetale;;;;;0;;0;0;0;;;;;;0
Brunéi Darussalam;Huile de Soja;vegetale;1;0.05;0.14;;0;;;0;0;0;;;;;0
Brunéi Darussalam;Huile de Sésame;vegetale;4;0.16;0.45;;0;;;;0;0;;;;;
Brunéi Darussalam;Huile de Tournesol;vegetale;25;1.05;2.86;;0;;;;0;0;;;;;0
Brunéi Darussalam;Huiles de Foie de Poisso;animale;0;0;0;0;0;;0;;0;0;;;;;
Brunéi Darussalam;Huiles de Poissons;animale;0;0;0;0;0;;0;0;0;0;;;;;
